,percentage,size
351,2.1055769907490993,16896
352,1.899988686015256,165888
353,1.1675819336233841,39424
354,1.1836491272214154,26624
355,0.34247197352646225,32256
356,1.4907419049137804,49152
357,1.1271644399437744,20992
358,0.16637019512559714,117760
359,7.80476773320284,9216
360,1.9191998974998483,647168
361,1.7077340236935272,468480
362,1.500636016059867,38912
363,7.163137433009591,9216
364,1.2904144854854465,25088
365,3.3776700898483853,14336
366,2.416600296623248,15872
367,2.2514508673121627,74752
368,1.144160316709887,26112
369,0.1603126445020796,105984
370,6.327770098254666,9216
371,0.9864091191319476,111616
372,4.180772752388419,12288
373,4.578028156139645,11264
374,6.694843871074825,7680
375,3.30835269552192,318464
376,3.4732428528265764,327680
377,3.271129182812286,265216
378,3.4574684386289474,266240
379,4.048016701147144,11264
380,0.6422970864980232,59392
381,0.9541431173319631,58880
382,2.3612334611947725,15360
383,2.176193521770642,17920
384,1.2775945378620266,26624
385,1.5102035541795684,172032
386,3.614444943421567,13312
387,0.5295074367690414,52224
388,0.1646105402245316,47104
389,2.072996455649203,64000
390,1.0947544288072408,33280
391,0.46834913467445455,57760
392,2.9129670457370973,14336
393,1.451023783647343,32768
394,1.2258227944970284,88064
395,2.9905666499086845,14336
396,0.7597249017546788,28160
397,3.9420438347781706,755200
398,3.741767129787419,15872
399,0.3711765167954305,150528
400,1.688326815550331,437760
401,1.5898514931961416,215040
402,3.110402756324131,31232
403,8.170989774802822,8192
404,1.758182167370074,209392
405,1.0303969427825495,327168
406,2.1885905794830536,282552
407,1.0165057713786534,37376
408,0.6729316409936732,43208
409,1.7374342442686392,230400
410,2.00377319328763,18432
411,1.7789715707746987,402848
412,0.2175037115994909,55296
413,0.329465974034747,30208
414,1.2714965225051134,23040
415,0.7790073627052628,107008
416,2.3207088212605576,16896
417,0.2814359404326679,37888
418,1.47368232464455,112128
419,0.6812066982094773,37888
420,7.3873052316691705,17144
421,3.4449682305356175,295424
422,4.497213295932443,1273856
423,0.9227727075659379,136512
424,1.5501594037827662,433664
425,4.876781251131218,10752
426,2.6255392659379937,15872
427,0.8781791731265939,82432
428,1.9651315589564655,20480
429,1.579632051394932,329728
430,1.324141505112382,301568
431,7.271910233615524,464896
432,6.693169316916235,2928016
433,0.9373270480872551,31232
434,1.5808950088072615,73048
435,4.919302548683602,10240
436,1.1972575055547492,33328
437,1.46363559645616,19456
438,2.275965337450209,24576
439,1.1174659759433527,25088
440,1.3375939074374232,27544
441,0.15412362498667356,45568
442,1.6283076254353477,150384
443,1.5489978162288494,201704
444,0.9716499650802545,126280
445,3.665915359760342,22840
446,1.0990008962891114,33792
447,8.642893264753537,8704
448,1.2583943451991395,58880
449,1.2916249496563603,32768
450,6.550184431291305,9216
451,0.49460974177840356,49496
452,0.4670726668003822,46080
453,0.6378269911115803,48128
454,1.4664004839097775,574712
455,3.96538506385191,10752
456,6.83580647882168,9728
457,0.5280091249913312,70656
458,1.6293214750459297,18944
459,2.031240976290384,126464
460,1.6765159551064643,18432
461,5.022534289701456,12288
462,1.0849346196172207,49664
463,1.0345045901902652,50176
464,0.5724035921895043,59904
465,0.9841472137218056,159744
466,3.9552351309018188,12800
467,3.347184718149718,14848
468,3.476280380986088,14848
469,2.796386931605424,15360
470,0.20557780404933323,29696
471,0.837042207997156,37888
472,1.2910124650506423,28160
473,1.6570073668604544,29184
474,1.4597445351311857,24064
475,1.9647570339071754,30208
476,1.0463606303005013,21504
477,1.7405097618139944,22016
478,0.4146474645182563,71680
479,0.9913622961859595,24576
480,1.6009256927836728,27648
481,0.41110452006141884,87928
482,1.4144060311082889,28584
483,0.6749385510074576,79360
484,2.128761639688825,19456
485,1.2956676897501629,21504
486,0.6475061342581695,44544
487,0.8038061463213689,183152
488,2.7695882441205977,16896
489,2.131776751279182,204800
490,2.7840559364719857,14848
491,6.464896379793897,9728
492,0.42506962054333675,53248
493,0.5269534911741717,67584
494,1.3154980176699684,1203200
495,1.4253649498624226,1069056
496,1.4317534077715528,201848
497,0.7165290891078098,55296
498,1.8230759751656647,498176
499,0.9590509958971191,168248
500,0.9590509958971191,168248
501,0.7068292986424856,44032
502,1.8774757776036648,137216
503,1.151247288564668,22528
504,2.8731961565938087,14848
505,2.0074613384326705,130560
506,2.534661342281737,642048
507,7.822618446933407,7680
508,0.9111698164857827,44544
509,1.9692800587429524,197528
510,0.8777021794965232,119704
511,0.8172878018574193,140184
512,1.1901587121689257,95232
513,1.926409591656632,116736
514,2.22575267234883,523776
515,0.8997529729941657,22528
516,0.28055616305953995,36864
517,0.049763992189370575,64512
518,1.3786942196480954,20480
519,1.8300542395301393,182688
520,1.5647412952733295,246688
521,1.0585204959902417,29696
522,5.465014644918958,9728
523,2.259759944405798,17408
524,0.6966105099454274,30720
525,1.5170571046295074,20992
526,1.4951661036199464,162976
527,2.0894623679401296,333824
528,1.3742596584660665,25088
529,1.8849768101969149,16896
530,4.509769593486535,1399296
531,1.1343839317697444,120680
532,1.6357595206729711,234496
533,0.8005238337485253,44032
534,1.9982793822647331,52384
535,1.9196481252494353,720384
536,0.9766242711046604,81408
537,4.298045234966801,11264
538,1.6294658137495364,464112
539,1.2551646731788895,88064
540,1.4066582003698698,17920
541,3.6183937896284823,13312
542,1.7890835984623028,123904
543,9.609984393540204,9216
544,8.892779703801015,6656
545,4.6665893513248875,83968
546,0.3214598724814971,87040
547,2.1843867011517384,15872
548,2.3372377657103547,16896
549,0.6362273560514807,59904
550,3.3897269878896474,83968
551,6.5171611793611,8192
552,3.5317182083716108,26096
553,1.0492425945648578,73064
554,0.8870744405160818,107008
555,4.196129076627257,161792
556,2.2859537160318344,339456
557,1.3876282024771578,38008
558,1.3204929968418881,18944
559,1.368538813145203,23552
560,1.1997003963682018,1465856
561,1.016866184542804,47104
