,percentage,size
421,38.96552166872446,446976
422,108.95871066196209,2596352
423,,261440
424,33.68041742489629,3165696
425,35.12288865699394,15360
426,58.35597008772583,24576
427,68.0377050136644,131584
428,38.47787789350822,35328
429,96.56519295041643,956416
430,100.45811777426043,765952
431,156.31880258677538,576512
432,135.53151163405192,4504464
433,37.49806124642748,56832
434,27.621095345633663,158040
435,37.00111993034855,16384
436,44.621301821601875,48688
437,81.13964479964699,35840
438,55.78698983669056,35328
439,61.83305351414895,45056
440,,42392
441,90.56841695082136,100352
442,,508272
443,,398824
444,,207688
445,,28472
446,54.27481160802381,66048
447,51.55612194335397,10752
448,31.79206885521571,82432
449,33.90531568460069,61952
450,31.542967809600576,14848
451,56.780716103777415,87384
452,82.47812510414437,94208
453,93.19130053165904,99840
454,,1313016
455,46.15721520319156,16384
456,33.81393358011105,12288
457,75.3231229408149,173056
458,61.19971727640229,33792
459,50.12754927095452,302592
460,57.38600355989233,30208
461,34.23725617842909,17408
462,73.32701907527948,67584
463,77.16655814969155,109056
464,91.08818890631598,139776
465,74.85302185896434,411648
466,34.76583951336099,17920
467,48.87591214118199,23552
468,43.32079479198207,23040
469,50.82227002767617,24064
470,71.7837952307998,52224
471,68.20311410730501,67072
472,35.50745000923429,47104
473,83.27060937718637,57856
474,40.071335000046375,43008
475,36.13857972214203,42496
476,37.844040817344045,35840
477,33.13436034671922,40960
478,71.59285266375947,257024
479,,41984
480,35.35443896241765,39936
481,31.55418017048725,166776
482,,40360
483,49.05560417214313,98304
484,36.4911254574087,32256
485,48.97200467953774,39424
486,,97792
487,27.202926093432932,374128
488,41.92833916402486,26112
489,41.73746030102065,640512
490,29.852745881367852,25088
491,68.34214283698131,13312
492,98.85364916953087,141824
493,112.57100286958554,178688
494,112.28913821912388,5784576
495,95.89841419663883,4907008
496,84.20145832579632,365688
497,97.44379473400008,143360
498,104.09474510077649,1556992
499,49.57889871866816,591160
500,49.57889871866816,591160
501,54.351759627162906,88576
502,86.82534433037291,348160
503,61.45653917785181,39424
504,57.48441248701717,22016
505,37.267750341696406,282112
506,59.48432005503648,1526784
507,47.77109839901507,10240
508,94.264567065367,102912
509,,340888
510,30.757336790463597,144280
511,,194456
512,108.55299726021914,229888
513,33.29335821556078,144896
514,109.26824694959444,939520
515,53.678271883638224,40448
516,76.97832310905177,71168
517,57.686121230538625,96256
518,65.90216357657681,39424
519,98.125950939172,461728
520,35.36735640978302,525728
521,42.44457365728287,59392
522,53.36889921297306,13312
523,60.36035709017476,30208
524,,59392
525,54.82693940390789,37376
526,38.92421993185264,359584
527,72.73166073850595,715776
528,35.331109574650256,48640
529,44.11119214105396,28160
530,15.498368744743392,2841088
531,,266600
532,98.31409000516594,436736
533,64.46071858942224,99328
534,,65696
535,108.44845834703392,1514496
536,33.696169043348256,103424
537,56.314513467503566,17408
538,,1430768
539,106.58040053599781,235008
540,65.10375705628721,30208
541,64.30919633814568,20992
542,106.97229009516508,318976
543,65.41207410256476,11264
544,,9216
545,60.489614136396966,93696
546,104.36318409445425,164864
547,39.93029099326408,32256
548,45.07614106499872,36864
549,54.090851966282685,91136
550,58.786411031739874,91648
551,34.38442724501894,10752
552,,48112
553,42.862796309708145,143720
554,44.90494052659355,250880
555,14.279076720705568,309248
556,76.67161544704145,893440
557,27.748683395909435,59512
558,51.7178749205131,31744
559,39.875977641902594,47616
560,96.76237459177632,4496896
561,60.529632571825395,62464
